id,which_mesh,term,is_major_topic,qualifier_name
W4313887135,1,Bivalvia,TRUE,
W4313887135,2,Venus,TRUE,
W4313887135,3,Animals,FALSE,
W4313887135,4,Hot Temperature,FALSE,
W4313887135,5,Quartz,FALSE,
W4313887135,6,Rheology,FALSE,
W4378640108,1,Space Flight,TRUE,
W4378640108,2,Astronauts,FALSE,
W4378640108,3,Humans,FALSE,
W4378640108,4,Time Factors,FALSE,
W4386065603,1,Face,TRUE,
W4386065603,2,"Imaging, Three-Dimensional",TRUE,
W4386065603,3,Algorithms,FALSE,
W4386065603,4,Benchmarking,FALSE,
W4386065603,5,"Databases, Factual",FALSE,
W4386065603,6,Face,FALSE,diagnostic imaging
W4386065603,7,Humans,FALSE,
W4386065603,8,"Imaging, Three-Dimensional",FALSE,methods
W4360602952,1,Grasshoppers,TRUE,
W4360602952,2,Animals,FALSE,
W4360602952,3,Biomechanical Phenomena,FALSE,
W4360602952,4,"Flight, Animal",FALSE,
W4360602952,5,"Flight, Animal",FALSE,physiology
W4360602952,6,Hemolymph,FALSE,
W4360602952,7,Insecta,FALSE,
W4360602952,8,Insecta,FALSE,physiology
W4360602952,9,"Wings, Animal",FALSE,
W4360602952,10,"Wings, Animal",FALSE,physiology
W4322154615,1,"Hyperthermia, Induced",TRUE,
W4322154615,2,Neoplasms,TRUE,
W4322154615,3,Diffusion,FALSE,
W4322154615,4,Humans,FALSE,
W4322154615,5,Magnetic Phenomena,FALSE,
W4322154615,6,Nanoparticles,FALSE,
W4379094276,1,Electron Microscope Tomography,TRUE,
W4379094276,2,Nanoparticles,TRUE,
W4379094276,3,Anaerobiosis,FALSE,
W4379094276,4,"Microscopy, Electron",FALSE,
W4379094276,5,"Microscopy, Electron, Transmission",FALSE,
W4381802289,1,Hydrogen,TRUE,
W4381802289,2,Isotopes,TRUE,
W4381802289,3,Taiwan,FALSE,
W4381802289,4,Waxes,FALSE,
W4387093077,1,Artifacts,TRUE,
W4387093077,2,Calcium Carbonate,TRUE,
W4387093077,3,Australia,FALSE,
W4387093077,4,Facies,FALSE,
W4387093077,5,Humans,FALSE,
W4387093077,6,Western Australia,FALSE,
W4313887135,1,Bivalvia,TRUE,
W4313887135,2,Venus,TRUE,
W4313887135,3,Animals,FALSE,
W4313887135,4,Hot Temperature,FALSE,
W4313887135,5,Quartz,FALSE,
W4313887135,6,Rheology,FALSE,
W4380885568,1,Magnetic Fields,TRUE,
W4380885568,2,Neutrons,TRUE,
W4380887494,1,"Neural Networks, Computer",TRUE,
W4380887494,2,Physics,TRUE,
W4317033248,1,Convection,FALSE,
W4317033248,2,Surface Tension,FALSE,
W4317033248,3,Thermodynamics,FALSE,
W4317033248,4,Water,FALSE,
W4382181394,1,Feathers,TRUE,
W4382181394,2,"Flight, Animal",TRUE,
W4382181394,3,Animals,FALSE,
W4382181394,4,Biomechanical Phenomena,FALSE,
W4382181394,5,Birds,FALSE,
W4382181394,6,Birds,FALSE,physiology
W4382181394,7,Feathers,FALSE,physiology
W4382181394,8,"Flight, Animal",FALSE,physiology
W4382181394,9,"Wings, Animal",FALSE,
W4382181394,10,"Wings, Animal",FALSE,physiology
W4386761495,1,"Flight, Animal",TRUE,
W4386761495,2,"Wings, Animal",TRUE,
W4386761495,3,Animals,FALSE,
W4386761495,4,Biomechanical Phenomena,FALSE,
W4386761495,5,Birds,FALSE,
W4386761495,6,"Models, Biological",FALSE,
W4377012289,1,Caustics,TRUE,
W4377012289,2,Air,FALSE,
W4377012289,3,Normal Distribution,FALSE,
W4319812483,1,Aortic Valve,TRUE,
W4319812483,2,Bicuspid Aortic Valve Disease,TRUE,
W4319812483,3,Animals,FALSE,
W4319812483,4,Collagen,FALSE,
W4319812483,5,Elastin,FALSE,
W4319812483,6,Hemodynamics,FALSE,
W4319812483,7,"Models, Cardiovascular",FALSE,
W4319812483,8,Swine,FALSE,
W4380730069,1,Diamond,FALSE,
W4380730069,2,Lasers,FALSE,
W4380730069,3,Pressure,FALSE,
W4380730069,4,X-Ray Diffraction,FALSE,
W4380730069,5,X-Rays,FALSE,
W4322758852,1,Hydrothermal Vents,TRUE,
W4322758852,2,Mars,TRUE,
W4322758852,3,Iceland,FALSE,
W4322758852,4,Methane,FALSE,
W4322758852,5,Methane,FALSE,metabolism
W4322758852,6,Oxidation-Reduction,FALSE,
W4322758852,7,Thermodynamics,FALSE,
W4328052141,1,Extraterrestrial Environment,TRUE,
W4328052141,2,Mars,TRUE,
W4328052141,3,Exobiology,FALSE,
W4328052141,4,Exobiology,FALSE,methods
W4328052141,5,Extraterrestrial Environment,FALSE,chemistry
W4328052141,6,Geologic Sediments,FALSE,
W4328052141,7,Geologic Sediments,FALSE,chemistry
W4328052141,8,Humans,FALSE,
W4328052141,9,Remote Sensing Technology,FALSE,
W4362732953,1,Physics,TRUE,
W4387541035,1,Cluster Analysis,FALSE,
W4387541035,2,"Databases, Protein",FALSE,
W4387541035,3,Metagenome,FALSE,genetics
W4387541035,4,Metagenomics,FALSE,methods
W4387541035,5,Microbiology,FALSE,
W4387541035,6,Protein Conformation,FALSE,
W4387541035,7,Proteins,FALSE,chemistry
W4383499698,1,Fossils,TRUE,
W4383499698,2,Temperature,FALSE,
W4383499698,3,Tibet,FALSE,
W4386469325,1,Algorithms,TRUE,
W4386469325,2,Diagnostic Imaging,TRUE,
W4386469325,3,"Electrophoresis, Polyacrylamide Gel",FALSE,
W4386469325,4,Mass Spectrometry,FALSE,
W4386469325,5,Signal-To-Noise Ratio,FALSE,
W4386249195,1,Mycobacterium tuberculosis,TRUE,
W4386249195,2,Nanopores,TRUE,
W4386249195,3,Tuberculosis,TRUE,
W4386249195,4,"Tuberculosis, Pulmonary",TRUE,
W4386249195,5,Child,FALSE,
W4386249195,6,Humans,FALSE,
W4386249195,7,Proteomics,FALSE,
W4386249195,8,Sensitivity and Specificity,FALSE,
W4386249195,9,South Africa,FALSE,
W4386249195,10,Tuberculosis,FALSE,diagnosis
W4386249195,11,"Tuberculosis, Pulmonary",FALSE,diagnosis
W4389550192,1,Exobiology,TRUE,
W4389550192,2,Schools,TRUE,
W4389550192,3,Bacteria,FALSE,
W4389550192,4,Genomics,FALSE,
W4389550192,5,Hawaii,FALSE,
W4389550192,6,Humans,FALSE,
W4387541035,1,Cluster Analysis,FALSE,
W4387541035,2,"Databases, Protein",FALSE,
W4387541035,3,Metagenome,FALSE,genetics
W4387541035,4,Metagenomics,FALSE,methods
W4387541035,5,Microbiology,FALSE,
W4387541035,6,Protein Conformation,FALSE,
W4387541035,7,Proteins,FALSE,chemistry
W4387541035,1,Cluster Analysis,FALSE,
W4387541035,2,"Databases, Protein",FALSE,
W4387541035,3,Metagenome,FALSE,genetics
W4387541035,4,Metagenomics,FALSE,methods
W4387541035,5,Microbiology,FALSE,
W4387541035,6,Protein Conformation,FALSE,
W4387541035,7,Proteins,FALSE,chemistry
W4365504367,1,Fishes,TRUE,
W4365504367,2,Swimming,TRUE,
W4365504367,3,Animal Fins,FALSE,physiology
W4365504367,4,Animal Fins,FALSE,
W4365504367,5,Animals,FALSE,
W4365504367,6,Biomechanical Phenomena,FALSE,
W4365504367,7,Fishes,FALSE,physiology
W4365504367,8,Hydrodynamics,FALSE,
W4365504367,9,Swimming,FALSE,physiology
W4365504367,10,Tail,FALSE,
W4365504367,11,Tail,FALSE,physiology
W4388423504,1,Environmental Monitoring,FALSE,methods
W4388423504,2,Groundwater,FALSE,
W4388423504,3,Magnetic Resonance Spectroscopy,FALSE,methods
W4388423504,4,Porosity,FALSE,
W4388423504,5,Silicon Dioxide,FALSE,
W4388423504,6,Water Movements,FALSE,
